Chemical ID,Chemical Name,CAS Number,No CAS Number?,Alternate ID,Is Ehs?,Pure or Mixture?,Is Solid?,Is Liquid?,Is Gas?,Is Trade Secret?,Density,Density Units,Physical Hazards,Health Hazards,Oregon Hazards,IFC Hazards,No Hazards - Not Reporting?,EHS Form,Needs Review?
da467bf7-b6c0-4195-a9f8-3a02d93f1d06,Master Appliance Ultratane Butane Fuel,,TRUE,"Petroleum Gases, Liquefied",FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.1554,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SIMPLE_ASPHYXIANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
4ebb2f00-5676-45d0-b9d3-f83d72dd9500,Antifreeze/Coolant,,TRUE,1991,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.115,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
a6715aed-39da-40af-85b1-0349ace5138e,BG QUICK CLEAN FOR TRANSMISSIONS,,TRUE,P106-XXXX,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.89,KILOGRAMS_PER_LITER,,ASPIRATION_HAZARD,,,FALSE,NONE,
7e72b606-292b-4836-8ca5-79cd90ac0e8e,HYUNDAI GENUINE SUPER DOT - 4 BRAKE FLUID,,TRUE,45.0.7,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.05,KILOGRAMS_PER_LITER,CORROSIVE_TO_METAL,,,,FALSE,NONE,
ca89d0e9-b8b2-499e-89b0-0fc739db6cbe,BG DOT 4 Brake Fluid,,TRUE,P840-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.07,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|EYE_IRRITANT,,,FALSE,NONE,
c7b40778-d793-442e-896f-ee54b8771696,BG ADVANCED FORMULA MOA®,,TRUE,115M,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,863,KILOGRAMS_PER_CUBIC_FOOT,,,,,TRUE,NONE,
08941d9c-7c06-4827-bf28-24ed477e92ae,BG 540 Universal Cooling System Cleaner,,TRUE,540P,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.074,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
234d3cf8-ea9f-4296-bdb1-258c7b7deb8a,BG EPR ENGINE PERFORMANCE RESTORATION,,TRUE,109M,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.88,KILOGRAMS_PER_LITER,FLAMMABLE,SKIN_IRRITANT|ASPIRATION_HAZARD,,,FALSE,NONE,
51d13f80-7768-4630-b554-1a3172e8fbbb,BG ATC Plus,,TRUE,P310-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.82,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
387d0d67-1389-4689-8ba4-d15c8c3079cb,Hyundai ATF SP IV,,TRUE,AAP0020702,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.849,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY,,COMBUSTIBLE,FALSE,NONE,
4399814a-d015-4d71-b42c-1a3aac32ff82,MaxLife™ Full Synthetic Multi-Vehicle Automatic Transmission Fluid,,TRUE,VV3246,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.844,KILOGRAMS_PER_LITER,FLAMMABLE,,,,FALSE,NONE,
8f3b3132-0ee4-4d54-b373-b43712769422,Valvoline Professional Series Intake Cleaner,,TRUE,884526,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.934,KILOGRAMS_PER_LITER,FLAMMABLE,,,FLAMMABLE,FALSE,NONE,
2e7f4013-2677-4de0-9bf4-4bc0dd3c5c11,PRONTO ATF+4 12/1QT,,TRUE,PR06D4PL,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,,CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION,,,FALSE,NONE,
5764ec3c-7154-43e0-94f7-feffad4aa29b,MERCON® LV Automatic Transmission Fluid,,TRUE,179895,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
2ecdda9d-c585-43fd-b209-7969711facd6,Acetylene Gas,74-86-2,FALSE,00244563,FALSE,PURE,FALSE,FALSE,TRUE,FALSE,1.1747,KILOGRAMS_PER_LITER,FLAMMABLE|COMPRESSED_GAS,SIMPLE_ASPHYXIANT,,FLAMMABLE,FALSE,NONE,
eee1fe71-710c-4b69-a38f-298b3b409666,Gunk Engine Degreaser - Original,Multiple,FALSE,EB1CA,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,7.47336,POUNDS_PER_GALLON,FLAMMABLE|COMBUSTIBLE_DUST,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CARCINOGENIC|SPECIFIC_TARGET_ORGAN_TOXICITY|ASPIRATION_HAZARD,,COMBUSTIBLE|FLAMMABLE,FALSE,NONE,
5c0a9109-2333-4236-b89b-7574ec88fc5e,ALUMINATE,,TRUE,"20741, 20745C, 207455",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,9.32,POUNDS_PER_GALLON,CORROSIVE_TO_METAL,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT,,CORROSIVE,FALSE,NONE,
c5bf5421-b8e6-4949-9ed2-73852cb016c4,"Oxygen, compressed",7782-44-7,FALSE,P-4638,FALSE,PURE,FALSE,FALSE,TRUE,FALSE,1.4289,KILOGRAMS_PER_CUBIC_FOOT,OXIDIZER|COMPRESSED_GAS,,,,FALSE,NONE,
2c3f9bba-3f9e-49e0-a13d-e13928daa37e,Honda Genuine Coolant Type 2,107-21-1,FALSE,08CLA-G01-6S1 08CLA-G02-6L1,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.075,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,COMBUSTIBLE,FALSE,NONE,
51e576f9-66ba-4671-9b44-c30bef797499,"Lead-acid Battery, Wet, filled with acid",N/A,TRUE,UN2794,TRUE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0,POUNDS_PER_GALLON,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CARCINOGENIC|GERM_CELL_MUTAGENIC|SPECIFIC_TARGET_ORGAN_TOXICITY,,CORROSIVE,FALSE,NONE,
4c96bad4-8a8a-437f-b7f4-60df447776fc,Beck/Arnley Prediluted Antifreeze / Coolant EXTENDED LIFE BLUE,,TRUE,252-1501,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.07,KILOGRAMS_PER_LITER,CORROSIVE_TO_METAL,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
9750b0c1-c9cb-4527-8e4e-add1e05db280,Castrol GTX 10W-30,,TRUE,459835-US12,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1000,KILOGRAMS_PER_CUBIC_FOOT,,SKIN_IRRITANT,,,FALSE,NONE,
7a02c522-1ed5-4de0-aa85-ce6ad5e5ca12,R-134A,811-97-2,FALSE,BID16-060,FALSE,PURE,FALSE,TRUE,TRUE,FALSE,1.22,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,TRUE,NONE,
da467bf7-b6c0-4195-a9f8-3a02d93f1d06,Master Appliance Ultratane Butane Fuel,,TRUE,"Petroleum Gases, Liquefied",FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.1554,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SIMPLE_ASPHYXIANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
4ebb2f00-5676-45d0-b9d3-f83d72dd9500,Antifreeze/Coolant,,TRUE,1991,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.115,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
9ac89b52-1f9c-4594-8d83-c4df707287ef,Flammable Gas Mixture: Argon / Helium / Hydrogen / Krypton / Nitrogen / Oxygen,,TRUE,X06HY99C15AC004,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.083,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,,,FLAMMABLE,FALSE,NONE,
78454019-521f-40cf-b60c-9842f6c1e475,"Flammable Gas Mixture: 1,3-Butadiene / Acetylene / Carbon Monoxide / Ethane / Ethylene / Hydrogen / Methane / Methyl Acetylene / Nitrogen / Propadiene / Propane / Propylene",,TRUE,X12EY53C80AC000,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.07,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
51e576f9-66ba-4671-9b44-c30bef797499,"Lead-acid Battery, Wet, filled with acid",N/A,TRUE,UN2794,TRUE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0,POUNDS_PER_GALLON,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CARCINOGENIC|GERM_CELL_MUTAGENIC|SPECIFIC_TARGET_ORGAN_TOXICITY,,CORROSIVE,FALSE,NONE,
4c96bad4-8a8a-437f-b7f4-60df447776fc,Beck/Arnley Prediluted Antifreeze / Coolant EXTENDED LIFE BLUE,,TRUE,252-1501,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.07,KILOGRAMS_PER_LITER,CORROSIVE_TO_METAL,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
7a02c522-1ed5-4de0-aa85-ce6ad5e5ca12,R-134A,811-97-2,FALSE,BID16-060,FALSE,PURE,FALSE,TRUE,TRUE,FALSE,1.22,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,TRUE,NONE,
ca496247-83b1-4e53-b780-bdd19d4b3d91,Febreze Set & Refresh (Air Freshener) – Rain / Ginger Verbena,N/A,TRUE,N/A,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,NK,POUNDS_PER_GALLON,,EYE_IRRITANT|SKIN_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
8f29dfed-c702-4c5b-b6ae-d2c16c20f69c,BG Air Intake & Valve Cleaner,N/A,TRUE,260,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.8618,KILOGRAMS_PER_LITER,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY|ASPIRATION_HAZARD,,FLAMMABLE,FALSE,NONE,
940b1e39-4b8e-4826-89ce-dc96cbbe2eb2,Toyota Brake Fluid DOT 3,25322-68-3,FALSE,4713-14,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.065,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
da467bf7-b6c0-4195-a9f8-3a02d93f1d06,Master Appliance Ultratane Butane Fuel,,TRUE,"Petroleum Gases, Liquefied",FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.1554,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SIMPLE_ASPHYXIANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
6befc1a2-cb49-47b7-9072-b1835b72391a,Toyota Long Life Antifreeze/Coolant,,TRUE,00272-1LLAC,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.13,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
8d52dd89-03a5-476b-9656-412481e84215,Toyota 50-50 Pre-Diluted Super Long Life Antifreeze/Coolant,,TRUE,00272-SLLC2,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.08,KILOGRAMS_PER_LITER,,EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
4ebb2f00-5676-45d0-b9d3-f83d72dd9500,Antifreeze/Coolant,,TRUE,1991,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.115,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
df1487df-c4fd-45ec-a359-9232c704ef3e,DIESEL 911,,TRUE,8025,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.81,POUNDS_PER_GALLON,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,SOLUTION,
81fdde31-ddfc-4d33-8464-d78dd16d5fa8,TP-3200,,TRUE,TP-3200-0001,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.88653,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|EYE_IRRITANT,,,FALSE,NONE,
5bcfe6e5-4a37-40f8-92b1-a5d1d3718c13,TOYOTA AUTO FLUID WS,,TRUE,520171-87,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.854,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT,,COMBUSTIBLE,FALSE,NONE,
d41c3e79-d394-419c-9f2f-d2c03a33340f,TOYOTA 3324 ATF WS,,TRUE,"202030206506, 97BV53",FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.85,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
9ac89b52-1f9c-4594-8d83-c4df707287ef,Flammable Gas Mixture: Argon / Helium / Hydrogen / Krypton / Nitrogen / Oxygen,,TRUE,X06HY99C15AC004,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.083,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,,,FLAMMABLE,FALSE,NONE,
78454019-521f-40cf-b60c-9842f6c1e475,"Flammable Gas Mixture: 1,3-Butadiene / Acetylene / Carbon Monoxide / Ethane / Ethylene / Hydrogen / Methane / Methyl Acetylene / Nitrogen / Propadiene / Propane / Propylene",,TRUE,X12EY53C80AC000,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.07,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
726b22b4-0960-400e-8d22-cd4348d0a7de,Toyota Genuine Differential Gear Oil LX 75W-85,Not applicable,TRUE,CLP007,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY|ASPIRATION_HAZARD,,TOXIC,FALSE,NONE,
ca715237-4b95-424d-b21e-865b5c60f848,BG Universal Cooling System Cleaner,,TRUE,P540-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,8.87,POUNDS_PER_GALLON,,,,,TRUE,NONE,
364d85c8-7f9f-4534-9df8-012245f78d33,BG 44K®,,TRUE,PF07,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.8578,KILOGRAMS_PER_LITER,FLAMMABLE,SKIN_IRRITANT|ACUTE_TOXICITY|ASPIRATION_HAZARD,,FLAMMABLE,FALSE,NONE,
31d9743b-1daa-4b66-bcde-5a2162a9cb33,BG Universal Super Cool®,,TRUE,546,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.0483,KILOGRAMS_PER_LITER,OXIDIZER,SKIN_IRRITANT|EYE_IRRITANT,,,FALSE,NONE,
09144c5e-f3bd-40f2-8c72-fac11c8adcfc,BG DOT 3 Brake Fluid,No single CAS number,TRUE,P850-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.04,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY,,,FALSE,NONE,
7b1439d0-2aea-41ad-92b9-7d4da9345a21,TOYOTA GENUINE CVT FLUID FE,N/A,TRUE,2.0203E+11,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.84,KILOGRAMS_PER_LITER,,CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION,,,FALSE,NONE,
c6072e0d-c30a-4a93-ad0c-9201d81c877e,"Helium, compressed",7440-59-7,FALSE,000010021690,FALSE,PURE,FALSE,FALSE,TRUE,FALSE,0,POUNDS_PER_CUBIC_FOOT,COMPRESSED_GAS,,,,TRUE,NONE,
99408f92-f245-4366-badf-3193864218a7,PENTOSIN CHF 11S,NE,TRUE,NE,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.825,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|ASPIRATION_HAZARD,,COMBUSTIBLE,FALSE,NONE,
1e77ddf9-7001-482f-aa12-46ab9ff2a553,ACDelco Dexron VI ATF,,TRUE,577234,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.849,KILOGRAMS_PER_LITER,,,,,FALSE,NONE,
aa5b21a7-a4d1-4194-af1e-38c394259211,CHV OEM SYN GEAR 75W85 222280990,,TRUE,222280990,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.891,POUNDS_PER_GALLON,FLAMMABLE,EYE_IRRITANT|SKIN_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION,,,FALSE,NONE,
